,Product_ID,Review_ID,Sentence_ID,Sentence,Clean_Sentences,Frequent_Features,Opinion Words,Infrequent_Features,Ground_Truth_Scores
289,1.0,34.0,290.0,Wish I hadn't renewed my subscription.,wish not_renew subscript,['subscription'],set(),[],"(0,)"
290,1.0,34.0,291.0,Buy ZONE Alarm.,buy zone alarm,['alarm'],set(),[],"(0,)"
291,1.0,34.0,292.0,Wish I had.,wish,[],set(),[],"(0,)"
292,1.0,35.0,293.0,"I read how the buyers of this product watched their computers turn into processing sloths, bought a copy and watched my 2.4 Gig XP Pro processor slow down below the level of my 750 Meg 2000Pro laptop!",read buyer product watch comput turn process sloth bought copi watch 2.4 gig xp pro processor slow level meg 2000pro laptop,"['product', 'process', 'laptop', 'computer']","{'slow', 'pro'}","['pro level', 'slow level']","(0,)"
293,1.0,35.0,294.0,At the same time I bought PC-Cillin for the laptop and what a slick product!,time bought pc cillin laptop slick product,"['time', 'product', 'pc', 'laptop']",{'slick'},['slick product'],"(0,)"
294,1.0,35.0,295.0,"So now, when we type, half the time the XP Pro 2.4 Gig PC lags behind the input, sometime by 10 characters!",type half time xp pro 2.4 gig pc lag input sometim charact,"['time', 'pc']",{'half'},['half time'],"(0,)"
295,1.0,35.0,296.0,Symantec should give us all a refund and apology!,symantec refund apolog,['symantec'],set(),['symantec apology'],"(-2,)"
296,1.0,35.0,297.0,"I will NEVER buy their product again at this rate, and neither should you.",not_buy product rate,['product'],set(),[],"(-3,)"
297,1.0,35.0,298.0,BEWARE!!!!,bewar,[],set(),[],"(0,)"
298,1.0,36.0,299.0,The product has worked perfectly for me on my XP.,product work perfect xp,"['work', 'product']",set(),[],"(3,)"
299,1.0,36.0,300.0,"No more banner ads, pop-ups, and the reliable antivirus.",not_mor banner ad pop reliabl antivirus,['antivirus'],{'reliable'},[],"(3,)"
300,1.0,36.0,301.0,"I work on word, explorer, netscape, acrobat reader, photoshop at same time (meaning using a lot of memory), but still dont see a problem with computer (getting slow or crashing).",work word explor netscap acrobat reader photoshop time mean use lot memori nt problem comput slow crash,"['work problems', 'problems computer', 'work', 'time', 'problems', 'memory', 'lot', 'computer']",{'slow'},[],"(3,)"
301,1.0,36.0,302.0,"I have XP with 256MB RAM, 40GB memory.",xp mb ram gb memori,['memory'],set(),[],"(0,)"
302,1.0,36.0,303.0,This product is way cooler than anything Ive used before (PcCillins and McCafees and Norton Antivirus alone).,product way cooler anyth ve use befor pccillin mccafe norton antivirus alon,"['way norton', 'norton product', 'norton antivirus', 'way', 'product', 'norton', 'antivirus']",{'cooler'},[],"(3,)"
303,1.0,36.0,304.0,5 stars all the way!,star way,"['way', 'stars']",set(),[],"(3,)"
304,1.0,37.0,305.0,I've had the last 3 versions of NIS.,ve version nis,"['versions', 'nis']",set(),[],"(0,)"
305,1.0,37.0,306.0,All in all it hasn't been a bad product.,not_been bad product,['product'],{'bad'},[],"(1,)"
306,1.0,37.0,307.0,"However, Symantec has taken a significant turn for the worse with this release.",howev symantec taken signific turn wors releas,['symantec'],"{'significant', 'worse'}",['significant turn'],"(-2,)"
307,1.0,38.0,308.0,"While it has a rather effective firewall, and comes with Norton Antivirus (which I'm actually rather fond of), the Security Suite has significantly slowed down my system.",effect firewal come norton antivirus m actual fond secur suit signific slow system,"['norton antivirus security', 'security system', 'norton security', 'firewall security', 'antivirus security', 'norton antivirus', 'firewall antivirus', 'system', 'security', 'norton', 'firewall', 'antivirus']","{'fond', 'effective'}","['fond suite', 'effective firewall']","(2, -2)"
308,1.0,38.0,309.0,"I'm currently using a Sony Vaio S-150 (which I bought at the end of this past August), and it takes about five minutes just to boot the system - in fact, I've taken to just hibernating, rather than shutting down completely.",m current use soni vaio s-150 bought end past august minut boot system fact ve taken hibern shut complet,"['system', 'past', 'minutes']",set(),[],"(-2,)"
309,1.0,38.0,310.0,"The Antivirus is good, but ""Internet Security"" just isn't worth it.",antivirus good internet secur not_worth,"['antivirus internet security', 'internet security', 'antivirus security', 'antivirus internet', 'security', 'internet', 'antivirus']",set(),[],"(2, -1)"
310,1.0,39.0,311.0,"I've owned many Norton products in my time, and for the most part, I've been pleased with their performance.",ve mani norton product time ve pleas perform,"['norton product', 'time', 'product', 'norton']",set(),['norton products'],"(2,)"
311,1.0,39.0,312.0,This is also the case with NIS 2004.,case nis,['nis'],set(),[],"(2,)"
312,1.0,39.0,313.0,I've seen many reviews praising 2003 and cursing 2004.,ve seen mani review prais curs,['reviews'],set(),[],"(0,)"
313,1.0,39.0,314.0,"I upgraded from NIS 2003, and the change in performance has not been noticeable.",upgrad nis chang perform not_been notic,['nis'],{'noticeable'},['noticeable not_been'],"(2, 1)"
314,1.0,39.0,315.0,"On the contrary, I'm quite pleased with my upgrade.",contrari m quit pleas upgrad,[],set(),[],"(3,)"
315,1.0,39.0,316.0,It works better and has more useful features than NIS 2003.,work better use featur nis,"['work', 'nis', 'feature']",{'useful'},['useful features'],"(3, 3)"
316,1.0,40.0,317.0,I bought this product after reading the Editor's Choice article at PC Magazine and had a great experience with Amazon (as usual).,bought product read editor choic articl pc magazin great experi amazon usual,"['product', 'pc', 'experience', 'amazon']","{'great', 'usual'}",['great experience'],"(0,)"
317,1.0,40.0,318.0,"The program is fully featured, with much of what you'd want from a security program --",program fulli featur want secur program,"['security program', 'security', 'program', 'feature']",set(),[],"(2,)"
318,1.0,40.0,319.0,I was upgrading from a version of Norton Anti-virus that was about a year old in order to get spam and pop-up control.,upgrad version norton anti virus year old order spam pop control,"['versions norton', 'virus', 'versions', 'norton']",{'old'},['old order'],"(0,)"
319,1.0,40.0,320.0,My previous experience with multiple Symantec/Norton products has been good.,previous experi multipl symantec norton product good,"['norton product', 'symantec', 'product', 'norton', 'experience']","{'multiple', 'previous', 'good'}","['symantec products', 'norton products']","(0,)"
320,1.0,40.0,321.0,"The installation, set-up, and operating interfaces are well organized and intuitive and the email spam component works well.",instal set oper interfac organ intuit email spam compon work,"['work', 'installation', 'email', 'components']",{'intuitive'},['intuitive component'],"(1, 1, 1, 1)"
321,1.0,40.0,322.0,"HOWEVER, I AM VERY DISAPPOINTED WITH THIS PRODUCT AND WITH SYMANTEC.",howev veri disappoint product symantec,"['symantec', 'product']",{'disappointed'},['disappointed symantec'],"(-3,)"
322,1.0,40.0,323.0,"It feels like I'm back to the days of 56k dial-up internet service, even though I'm running a Dell 2GHz Pentium 4 with 256MB memory and have had excellent broadband service for the past year.",feel like m day 56k dial internet servic m run dell 2ghz pentium mb memori excel broadband servic past year,"['service', 'past', 'memory', 'internet']",{'excellent'},['excellent service'],"(-2,)"
323,1.0,40.0,324.0,"I tried disabling the various components provided with this product, paring it all the way back to anti-virus only service... and saw no improvement.",tri disabl compon provid product pare way anti virus onli servic saw not_improv,"['way', 'virus', 'service', 'product', 'components']",set(),[],"(-2,)"
324,1.0,40.0,325.0,There is absolutely nothing useful at the Symantec/Norton site.,absolut noth use symantec norton site,"['symantec', 'site', 'norton']",{'useful'},"['symantec site', 'norton site']","(-2,)"
325,1.0,40.0,326.0,I am going to uninstall this and stick with my old version until they offer a fix or until I can find a program from another vendor.,uninstal stick old version offer fix find program anoth vendor,"['versions', 'program']","{'uninstall', 'old'}",['old offer'],"(0,)"
326,1.0,40.0,327.0,"I purchased this even though I saw some disparaging reviews at the Amazon site, trusting PC Magazine to get it right.",purchas saw disparag review amazon site trust pc magazin right,"['site', 'reviews', 'pc', 'amazon']",set(),[],"(0,)"
327,1.0,40.0,328.0,"However, I suspect that many people are having a bad experience -- DO NOT PURCHASE THIS PRODUCT.",howev suspect mani peopl bad experi not_purchas product,"['product', 'people', 'experience']",{'bad'},['bad experience'],"(-3,)"
328,1.0,41.0,329.0,PIII 1Ghz 512MB RDRAM Windows XP Pro 80GB HD  I was able to Uninstall NIS 2003 and Install NIS 2004 with no trouble.,piii 1ghz mb rdram window xp pro gb hd     abl uninstal nis instal nis not_troubl,"['windows', 'nis', 'installation']",{'able'},[],"(3, 3)"
329,1.0,41.0,330.0,"First, I turned off my cable modem.",turn cabl modem,[],set(),[],"(0,)"
330,1.0,41.0,331.0,Then I disabled both Norton Antivirus and Norton Internet Security.,disabl norton antivirus norton internet secur,"['norton internet security', 'norton antivirus security', 'antivirus internet security', 'norton antivirus internet', 'norton security', 'internet security', 'norton internet', 'antivirus security', 'norton antivirus', 'antivirus internet', 'security', 'norton', 'internet', 'antivirus']",{'disabled'},[],"(0,)"
331,1.0,41.0,332.0,"I used ""Add/Remove Programs"" to unistall NIS 2003.",use add remov program unistal nis,"['program', 'nis']",set(),[],"(0,)"
332,1.0,41.0,333.0,"In ""Add/Remove, you must selecting the program's Change button.",add remov select program chang button,['program'],set(),[],"(0,)"
333,1.0,41.0,334.0,"After that was complete, I deleted the Norton Antivirus and Norton Internet Security folders left in the ""Programs"" section of Windows XP.",complet delet norton antivirus norton internet secur folder left program section window xp,"['norton internet security', 'norton antivirus security', 'antivirus internet security', 'norton antivirus internet', 'security program', 'norton security', 'program norton', 'internet security', 'internet program', 'norton internet', 'antivirus security', 'antivirus program', 'norton antivirus', 'antivirus internet', 'windows', 'security', 'program', 'norton', 'internet', 'folder', 'antivirus']",{'complete'},['complete folders'],"(0,)"
334,1.0,41.0,335.0,Next I de-fragged my hard drive.,de frag hard drive,['drive'],{'hard'},[],"(0,)"
335,1.0,41.0,336.0,"I did not use the Rnis.exe, since I have WinFax Pro on my system. I did not touch the Windows Registry, for the same reason.",not_us rnis.ex sinc winfax pro system not_touch window registri reason,"['windows', 'system', 'registry']","{'winfax', 'not_touch', 'not_use', 'pro'}",[],"(0,)"
336,1.0,41.0,337.0,"I installed, activated and registered NIS 2004 without issue.",instal activ regist nis issu,"['nis', 'installation']",set(),[],"(2,)"
337,1.0,41.0,338.0,"So far, the Anti-Spam feature seems to be very good.",far anti spam featur veri good,['feature'],set(),[],"(3,)"
338,1.0,42.0,339.0,"I ain't no computer geek, but I can wrestle with the best of them.",ai not_no not_comput geek wrestl best,[],set(),[],"(0,)"
339,1.0,42.0,340.0,This program would not let me send Outlook Email or listen to Audible sample books online.,program not_let send outlook email listen audibl sampl book onlin,"['program', 'outlook', 'email']",{'audible'},['audible books'],"(-2,)"
340,1.0,42.0,341.0,I gave up trying to figure how to get my email sent or listen to streaming programs.,gave tri figur email sent listen stream program,"['program', 'email']",set(),[],"(0,)"
341,1.0,42.0,342.0,Buy this if you like mental challenges or trying how to pick locks.,buy like mental challeng tri pick lock,[],set(),[],"(-3,)"
342,1.0,42.0,343.0,For security buy Zone Alarm. It's a very friendly program.,secur buy zone alarm veri friend program,"['security program', 'security', 'program', 'alarm']",{'friendly'},['friendly program'],"(0,)"
343,1.0,43.0,344.0,I was begining to think I was computer-retarded after dealing with this program.,begin think comput retard deal program,"['computer program', 'program', 'computer']",set(),[],"(0,)"
344,1.0,43.0,345.0,I was using this on my 2001 Dell laptop (which worked fine until I upgraded to this junk!),use dell laptop work fine upgrad junk,"['work', 'laptop']",set(),[],"(0,)"
345,1.0,43.0,346.0,"I had much of the same problems that everyone else has listed (mainly the SLOOOOOOOOOW processor), and then I couldn't get the damn thing off my computer completely!",problem everyon els list main slooooooooow processor not_get damn thing comput complet,"['problems computer', 'thing', 'problems', 'computer']",{'damn'},['damn computer'],"(-3,)"
346,1.0,43.0,347.0,"I decided to give it one last chance... so I formatted my hard drive, reinstalled Windows XP (which also required a day & night download/install of SP2 on dial-up) and put NIS2004 back onto the computer.",decid chanc format hard drive reinstal window xp requir day night download instal sp2 dial nis2004 comput,"['windows', 'installation', 'drive', 'computer']",{'hard'},['hard windows'],"(0,)"
347,1.0,43.0,348.0,It locked during install and I had to reformat the drive and start from scratch (GRRRRRR!),lock dure instal reformat drive start scratch grrrrrr,"['installation', 'drive']",set(),[],"(-1,)"
348,1.0,43.0,349.0,"Blessedly, my DSL was installed just about this time and I set up a wireless network with my desktop.",bless dsl instal time set wireless network desktop,"['time', 'installation']",{'wireless'},['wireless network'],"(0,)"
349,1.0,43.0,350.0,"So when I reformatted for the third time, downloading SP2 took no time at all and the new XP was kind enough to even suggest other antivirus programs to try (it also listed Norton and McAffee).",reformat time download sp2 took not_tim new xp kind suggest antivirus program tri list norton mcaffe,"['program norton', 'antivirus program', 'norton antivirus', 'time', 'program', 'norton', 'antivirus']",{'new'},['new kind'],"(0,)"
350,1.0,43.0,351.0,I downloaded a trial version of Computer Associates EZ Firewall and Antivirus and fell in love with a computer security system all over again.,download trial version comput associ ez firewal antivirus fell love comput secur system,"['versions security', 'security system', 'firewall security', 'antivirus security', 'firewall antivirus', 'versions', 'system', 'security', 'firewall', 'computer', 'antivirus']",set(),[],"(1,)"
351,1.0,43.0,352.0,I can't recommend their programs enough.,not_recommend program,['program'],set(),[],"(0,)"
352,1.0,43.0,353.0,And I can't warn you enough to STAY AWAY FROM NORTON!!,not_warn stay away norton,['norton'],set(),[],"(-3,)"
353,1.0,44.0,354.0,I originally bought McAfee VirusScan 7 from Amazon.,origin bought mcafe virusscan amazon,"['mcafee', 'amazon']",set(),[],"(0,)"
354,1.0,44.0,355.0,"About a month ago, it had an error that I could not fix and the program would not update.",month ago error not_fix program not_upd,"['program', 'months', 'error']",set(),[],"(0,)"
355,1.0,44.0,356.0,"Even though I had 6+ months left on the McAfee subscription, I decided to move on and buy Norton Internet Security 2004 (NIS).",+ month left mcafe subscript decid buy norton internet secur nis,"['norton internet security', 'norton security', 'internet security', 'norton internet', 'subscription', 'security', 'norton', 'nis', 'months', 'mcafee', 'internet']",set(),[],"(0,)"
356,1.0,44.0,357.0,I did not have any of the installation problems that people highlighted here.,not_hav ani instal problem peopl highlight,"['installation problems', 'problems', 'people', 'installation']",set(),[],"(2,)"
357,1.0,44.0,358.0,I did remove all remnants of McAfee before installing and confirmed the Windows XP firewall was off.,remov remnant mcafe befor instal confirm window xp firewal,"['windows', 'mcafee', 'installation', 'firewall']",set(),[],"(0,)"
358,1.0,44.0,359.0,"It was immediately noticeable that NIS slows down my computer (Pent4, 256 RAM).",immedi notic nis slow comput pent4 ram,"['nis computer', 'nis', 'computer']",{'noticeable'},[],"(-2,)"
359,1.0,44.0,360.0,I think it is a combination of the program size taking up resources and the open/close scanning that it does with every program.,think combin program size resourc open close scan doe everi program,['program'],{'close'},[],"(-2, -1)"
360,1.0,44.0,361.0,Is it necessary to scan my MS Money database when I close the program?,necessari scan ms money databas close program,"['program', 'money']",{'close'},['close program'],"(-1,)"
361,1.0,44.0,362.0,I'm not sure how it would have been compromised by a virus.,m not_sur compromis virus,['virus'],{'not_sure'},[],"(0,)"
362,1.0,45.0,363.0,"I have a modern PC with lots of speed and memory, but this firewall just brought it to a halt.",modern pc lot speed memori firewal brought halt,"['pc', 'memory', 'lot', 'firewall']",{'modern'},['modern lots'],"(-3,)"
363,1.0,45.0,364.0,"Start up, log off, log on...everything became very slow.",start log log everyth becam veri slow,[],set(),[],"(-2,)"
364,1.0,45.0,365.0,Configuring it for a home network was almost impossible.,configur home network imposs,['home'],{'impossible'},[],"(-2,)"
365,1.0,45.0,366.0,Multiple users on one machine never seemed to behave like you'd expect.,multipl user machin not_seem behav like expect,['user'],set(),[],"(-3,)"
366,1.0,45.0,367.0,Avoid at all costs,avoid cost,['costs'],set(),[],"(0,)"
367,1.0,45.0,368.0,I just about lost it this morning with this software.,lost morn softwar,['software'],set(),[],"(0,)"
368,1.0,45.0,369.0,"While I was trying to play Half Life 2 it started popping up with ""alerts"" every twenty seconds (literally), warning me my antivirus protection was off.",tri play half life start pop alert everi twenti second liter warn antivirus protect,['antivirus'],{'half'},['half life'],"(-2,)"
369,1.0,45.0,370.0,But it wouldn't let me turn the AV protection back on and it wouldn't stop with the alerts.,not_let turn av protect not_stop alert,[],set(),[],"(-2,)"
370,1.0,45.0,371.0,"I had tried to uninstall Norton Internet Security a few weeks ago, and it wouldn't let me do that either.",tri uninstal norton internet secur week ago not_let,"['norton internet security', 'norton security', 'internet security', 'norton internet', 'security', 'norton', 'internet']",set(),[],"(-2,)"
371,1.0,45.0,372.0,"I tried it again this morning and it said I didn't have the required ""permissions"" and lacked proper administrator status.",tri morn said not_hav requir permiss lack proper administr status,[],set(),[],"(-1,)"
372,1.0,45.0,373.0,On my own home computer.,home comput,"['home computer', 'home', 'computer']",set(),[],"(0,)"
373,1.0,45.0,374.0,"Of course, if you try to reach Symantec customer service you get useless automated systems unless you want to pay $30 per incident.",cours tri reach symantec custom servic useless autom system want pay $ incid,"['system', 'symantec', 'service', 'customer']",{'useless'},['symantec service'],"(-3,)"
374,1.0,45.0,375.0,"Meanwhile, the damn alert is still popping up every 20 seconds.",meanwhil damn alert pop everi second,[],set(),[],"(0,)"
375,1.0,45.0,376.0,"Finally I ran msconfig and went into the ""services"" tab and unchecked every last Norton/Symantec ""service,"" then ran uninstall again.",final ran msconfig went servic tab uncheck everi norton symantec servic ran uninstal,"['symantec', 'service', 'norton']","{'uninstall', 'unchecked'}","['symantec service', 'norton service']","(0,)"
376,1.0,45.0,377.0,"This time, it started the uninstallation process, then I left for work. I think it will work. I hope it will work.",time start uninstal process left work think work hope work,"['work', 'time', 'process']",set(),[],"(-1,)"
377,1.0,45.0,378.0,"I simply hate Symantec. I swear, if I could have physically ripped that software out of my computer with my bare, bleeding hands, I would have.",simpli hate symantec swear physic rip softwar comput bare bleed hand,"['software computer', 'symantec', 'software', 'computer']",{'bare'},['symantec swear'],"(-3,)"
